brewery_name,beer_name,beer_images,beer_url,beer_ABV,beer_IBU,beer_Description,beer_rating,typo_error 
Brauerei Hofstetten,Hofstettner Granitbock,Hofstettner_Granitbock_image2.jpg,https://untappd.com/b/brauerei-hofstetten-hofstettner-granitbock/22551,7.3% ABV,N/A IBU,"Brewed in granite troughs, heated to white hot this beer has a caramel and roasted flavor. Also, a unique smoke flavor. ",3.56,
Brauerei Hofstetten,Hofstettner Granitbock,Hofstettner_Granitbock_image3.jpg,https://untappd.com/b/brauerei-hofstetten-hofstettner-granitbock/22551,7.3% ABV,N/A IBU,"Brewed in granite troughs, heated to white hot this beer has a caramel and roasted flavor. Also, a unique smoke flavor. ",3.56,
Bierol,Morning Glory,Morning_Glory_image1.jpg,https://untappd.com/b/bierol-morning-glory/2248689,3.6% ABV,N/A IBU,Session IPA w. Coffee and Lactose added ,3.52,
Bierol,Morning Glory,Morning_Glory_image2.jpg,https://untappd.com/b/bierol-morning-glory/2248689,3.6% ABV,N/A IBU,Session IPA w. Coffee and Lactose added ,3.52,
Bierol,Morning Glory,Morning_Glory_image3.jpg,https://untappd.com/b/bierol-morning-glory/2248689,3.6% ABV,N/A IBU,Session IPA w. Coffee and Lactose added ,3.52,
Bierol,MK Ultra,MK_Ultra_image1.jpg,https://untappd.com/b/bierol-mk-ultra/3122504,8.5% ABV,N/A IBU,Dry Hopped Tangerine sour double ipa with Mandarina Bavaria and Citra hops ,3.95,
Bierol,MK Ultra,MK_Ultra_image2.jpg,https://untappd.com/b/bierol-mk-ultra/3122504,8.5% ABV,N/A IBU,Dry Hopped Tangerine sour double ipa with Mandarina Bavaria and Citra hops ,3.95,
Bierol,MK Ultra,MK_Ultra_image3.jpg,https://untappd.com/b/bierol-mk-ultra/3122504,8.5% ABV,N/A IBU,Dry Hopped Tangerine sour double ipa with Mandarina Bavaria and Citra hops ,3.95,
Bierol,Ribisl Stout,Ribisl_Stout_image1.jpg,https://untappd.com/b/bierol-ribisl-stout/3113243,6.9% ABV,N/A IBU,Fruit Stout,3.78,
Bierol,Ribisl Stout,Ribisl_Stout_image2.jpg,https://untappd.com/b/bierol-ribisl-stout/3113243,6.9% ABV,N/A IBU,Fruit Stout,3.78,
Bierol,Ribisl Stout,Ribisl_Stout_image3.jpg,https://untappd.com/b/bierol-ribisl-stout/3113243,6.9% ABV,N/A IBU,Fruit Stout,3.78,
Bierol,Hopbox,Hopbox_image1.jpg,https://untappd.com/b/bierol-hopbox/3150648,5.8% ABV,N/A IBU,New England Pale Ale ,3.69,
Bierol,Hopbox,Hopbox_image2.jpg,https://untappd.com/b/bierol-hopbox/3150648,5.8% ABV,N/A IBU,New England Pale Ale ,3.69,
Bierol,Hopbox,Hopbox_image3.jpg,https://untappd.com/b/bierol-hopbox/3150648,5.8% ABV,N/A IBU,New England Pale Ale ,3.69,
Bierol,El Patrón Prototype Single Hop Mosaic,El_Patrn_Prototype_Single_Hop_Mosaic_image1.jpg,https://untappd.com/b/bierol-el-patron-prototype-single-hop-mosaic/2433636,8.3% ABV,N/A IBU, ,3.96,
Bierol,El Patrón Prototype Single Hop Mosaic,El_Patrn_Prototype_Single_Hop_Mosaic_image2.jpg,https://untappd.com/b/bierol-el-patron-prototype-single-hop-mosaic/2433636,8.3% ABV,N/A IBU, ,3.96,
Bierol,El Patrón Prototype Single Hop Mosaic,El_Patrn_Prototype_Single_Hop_Mosaic_image3.jpg,https://untappd.com/b/bierol-el-patron-prototype-single-hop-mosaic/2433636,8.3% ABV,N/A IBU, ,3.96,
Bierol,The Funky Wheat,The_Funky_Wheat_image1.jpg,https://untappd.com/b/bierol-the-funky-wheat/683606,3.8% ABV,N/A IBU,Summer Wheat - Bavarian Style - brewed with Australian Vic. Secret Hops! ,3.37,
Bierol,The Funky Wheat,The_Funky_Wheat_image2.jpg,https://untappd.com/b/bierol-the-funky-wheat/683606,3.8% ABV,N/A IBU,Summer Wheat - Bavarian Style - brewed with Australian Vic. Secret Hops! ,3.37,
Bierol,The Funky Wheat,The_Funky_Wheat_image3.jpg,https://untappd.com/b/bierol-the-funky-wheat/683606,3.8% ABV,N/A IBU,Summer Wheat - Bavarian Style - brewed with Australian Vic. Secret Hops! ,3.37,
Bierol,El Presidente 2.0,El_Presidente_2.0_image1.jpg,https://untappd.com/b/bierol-el-presidente-2-0/2667543,8% ABV,N/A IBU,Ein Double New England Pale Ale!! ,4.07,
Bierol,El Presidente 2.0,El_Presidente_2.0_image2.jpg,https://untappd.com/b/bierol-el-presidente-2-0/2667543,8% ABV,N/A IBU,Ein Double New England Pale Ale!! ,4.07,
Bierol,El Presidente 2.0,El_Presidente_2.0_image3.jpg,https://untappd.com/b/bierol-el-presidente-2-0/2667543,8% ABV,N/A IBU,Ein Double New England Pale Ale!! ,4.07,
Bierol,Pop A Woody,Pop_A_Woody_image1.jpg,https://untappd.com/b/bierol-pop-a-woody/2564360,9.8% ABV,N/A IBU, ,3.91,
Bierol,Pop A Woody,Pop_A_Woody_image2.jpg,https://untappd.com/b/bierol-pop-a-woody/2564360,9.8% ABV,N/A IBU, ,3.91,
Bierol,Pop A Woody,Pop_A_Woody_image3.jpg,https://untappd.com/b/bierol-pop-a-woody/2564360,9.8% ABV,N/A IBU, ,3.91,
Bierol,Pinky and the Grain,Pinky_and_the_Grain_image1.jpg,https://untappd.com/b/bierol-pinky-and-the-grain/2622652,4.6% ABV,N/A IBU,A Session Ale with Rhubarb and Hibiscus ,3.39,
Bierol,Pinky and the Grain,Pinky_and_the_Grain_image2.jpg,https://untappd.com/b/bierol-pinky-and-the-grain/2622652,4.6% ABV,N/A IBU,A Session Ale with Rhubarb and Hibiscus ,3.39,
Bierol,Pinky and the Grain,Pinky_and_the_Grain_image3.jpg,https://untappd.com/b/bierol-pinky-and-the-grain/2622652,4.6% ABV,N/A IBU,A Session Ale with Rhubarb and Hibiscus ,3.39,
Bierol,Hardigatti,Hardigatti_image1.jpg,https://untappd.com/b/bierol-hardigatti/2769203,5.5% ABV,N/A IBU,"""Hardigatti, is as Bier scho wieda laar?""",3.79,
Bierol,Hardigatti,Hardigatti_image2.jpg,https://untappd.com/b/bierol-hardigatti/2769203,5.5% ABV,N/A IBU,"""Hardigatti, is as Bier scho wieda laar?""",3.79,
Bierol,Hardigatti,Hardigatti_image3.jpg,https://untappd.com/b/bierol-hardigatti/2769203,5.5% ABV,N/A IBU,"""Hardigatti, is as Bier scho wieda laar?""",3.79,
Bierol,Black Rabbit,Black_Rabbit_image1.jpg,https://untappd.com/b/bierol-black-rabbit/2996450,12% ABV,N/A IBU,Hazelnut Liquor Barrel Aged Imperial Stout - 2018 Edition ,4.28,
Bierol,Black Rabbit,Black_Rabbit_image2.jpg,https://untappd.com/b/bierol-black-rabbit/2996450,12% ABV,N/A IBU,Hazelnut Liquor Barrel Aged Imperial Stout - 2018 Edition ,4.28,
Bierol,Black Rabbit,Black_Rabbit_image3.jpg,https://untappd.com/b/bierol-black-rabbit/2996450,12% ABV,N/A IBU,Hazelnut Liquor Barrel Aged Imperial Stout - 2018 Edition ,4.28,
Bierol,El Presidente,El_Presidente_image1.jpg,https://untappd.com/b/bierol-el-presidente/2063782,8.5% ABV,N/A IBU, ,4.05,
Bierol,El Presidente,El_Presidente_image2.jpg,https://untappd.com/b/bierol-el-presidente/2063782,8.5% ABV,N/A IBU, ,4.05,
Bierol,El Presidente,El_Presidente_image3.jpg,https://untappd.com/b/bierol-el-presidente/2063782,8.5% ABV,N/A IBU, ,4.05,
Bierol,Zipfeklatscher,Zipfeklatscher_image1.jpg,https://untappd.com/b/bierol-zipfeklatscher/3121350,7.1% ABV,N/A IBU, ,3.93,
Bierol,Zipfeklatscher,Zipfeklatscher_image2.jpg,https://untappd.com/b/bierol-zipfeklatscher/3121350,7.1% ABV,N/A IBU, ,3.93,
Bierol,Zipfeklatscher,Zipfeklatscher_image3.jpg,https://untappd.com/b/bierol-zipfeklatscher/3121350,7.1% ABV,N/A IBU, ,3.93,
Bierol,Koida Kaffee,Koida_Kaffee_image1.jpg,https://untappd.com/b/bierol-koida-kaffee/2749951,8.2% ABV,N/A IBU,Baltic Porter mit Kaffeebohnen und Vanille.,4.11,
Bierol,Koida Kaffee,Koida_Kaffee_image2.jpg,https://untappd.com/b/bierol-koida-kaffee/2749951,8.2% ABV,N/A IBU,Baltic Porter mit Kaffeebohnen und Vanille.,4.11,
Bierol,Koida Kaffee,Koida_Kaffee_image3.jpg,https://untappd.com/b/bierol-koida-kaffee/2749951,8.2% ABV,N/A IBU,Baltic Porter mit Kaffeebohnen und Vanille.,4.11,
Bierol,Zwidawuschz,Zwidawuschz_image1.jpg,https://untappd.com/b/bierol-zwidawuschz/2884698,6% ABV,31 IBU,"Vollbier aus Wasser, Hopfen, Gerstenmalz, Hefe",3.97,
Bierol,Zwidawuschz,Zwidawuschz_image2.jpg,https://untappd.com/b/bierol-zwidawuschz/2884698,6% ABV,31 IBU,"Vollbier aus Wasser, Hopfen, Gerstenmalz, Hefe",3.97,
Bierol,Zwidawuschz,Zwidawuschz_image3.jpg,https://untappd.com/b/bierol-zwidawuschz/2884698,6% ABV,31 IBU,"Vollbier aus Wasser, Hopfen, Gerstenmalz, Hefe",3.97,
Bierol,Watschnbam,Watschnbam_image1.jpg,https://untappd.com/b/bierol-watschnbam/2997887,7.9% ABV,N/A IBU,Extra Brut DIPA ,3.73,
Bierol,Watschnbam,Watschnbam_image2.jpg,https://untappd.com/b/bierol-watschnbam/2997887,7.9% ABV,N/A IBU,Extra Brut DIPA ,3.73,
Bierol,Watschnbam,Watschnbam_image3.jpg,https://untappd.com/b/bierol-watschnbam/2997887,7.9% ABV,N/A IBU,Extra Brut DIPA ,3.73,
Bierol,Going Hazel Nuts,Going_Hazel_Nuts_image1.jpg,https://untappd.com/b/bierol-going-hazel-nuts/859780,5.7% ABV,N/A IBU,Porter brewed and matured with Organic Hazelnuts,3.56,
Bierol,Going Hazel Nuts,Going_Hazel_Nuts_image2.jpg,https://untappd.com/b/bierol-going-hazel-nuts/859780,5.7% ABV,N/A IBU,Porter brewed and matured with Organic Hazelnuts,3.56,
Bierol,Going Hazel Nuts,Going_Hazel_Nuts_image3.jpg,https://untappd.com/b/bierol-going-hazel-nuts/859780,5.7% ABV,N/A IBU,Porter brewed and matured with Organic Hazelnuts,3.56,
Bierol,Number One,Number_One_image1.jpg,https://untappd.com/b/bierol-number-one/683596,4.5% ABV,20 IBU,Dry Hopped Amber Lager - Single hopped Hallertau Cascade! ,3.51,
Bierol,Number One,Number_One_image2.jpg,https://untappd.com/b/bierol-number-one/683596,4.5% ABV,20 IBU,Dry Hopped Amber Lager - Single hopped Hallertau Cascade! ,3.51,
Bierol,Number One,Number_One_image3.jpg,https://untappd.com/b/bierol-number-one/683596,4.5% ABV,20 IBU,Dry Hopped Amber Lager - Single hopped Hallertau Cascade! ,3.51,
Bierol,Baker's Bread Ale,Bakers_Bread_Ale_image1.jpg,https://untappd.com/b/bierol-baker-s-bread-ale/1872195,5.8% ABV,N/A IBU,"Made with ""yesterdays bread"" from a bakery ",3.34,
Bierol,Baker's Bread Ale,Bakers_Bread_Ale_image2.jpg,https://untappd.com/b/bierol-baker-s-bread-ale/1872195,5.8% ABV,N/A IBU,"Made with ""yesterdays bread"" from a bakery ",3.34,
Bierol,Baker's Bread Ale,Bakers_Bread_Ale_image3.jpg,https://untappd.com/b/bierol-baker-s-bread-ale/1872195,5.8% ABV,N/A IBU,"Made with ""yesterdays bread"" from a bakery ",3.34,
Bierol,El Patrón,El_Patrn_image1.jpg,https://untappd.com/b/bierol-el-patron/2099567,8.2% ABV,N/A IBU, ,3.96,
Bierol,El Patrón,El_Patrn_image2.jpg,https://untappd.com/b/bierol-el-patron/2099567,8.2% ABV,N/A IBU, ,3.96,
Bierol,El Patrón,El_Patrn_image3.jpg,https://untappd.com/b/bierol-el-patron/2099567,8.2% ABV,N/A IBU, ,3.96,
Bierol,Bombo Claat,Bombo_Claat_image1.jpg,https://untappd.com/b/bierol-bombo-claat/2540631,8.2% ABV,N/A IBU,Prototype with coconuts and cocoa beans ,3.88,
Bierol,Bombo Claat,Bombo_Claat_image2.jpg,https://untappd.com/b/bierol-bombo-claat/2540631,8.2% ABV,N/A IBU,Prototype with coconuts and cocoa beans ,3.88,
Bierol,Bombo Claat,Bombo_Claat_image3.jpg,https://untappd.com/b/bierol-bombo-claat/2540631,8.2% ABV,N/A IBU,Prototype with coconuts and cocoa beans ,3.88,
Bierol,The Padawan,The_Padawan_image1.jpg,https://untappd.com/b/bierol-the-padawan/985948,5.6% ABV,N/A IBU,"Padawan ist charakterstark, interessant, wild – aber dennoch leicht trinkbar, mit einem Hauch Westcoast. Das klassische Pale Ale ist extrem fruchtig und beeindruckt durch seinen herben Nachgeschmack. Magnum-, Citra- und Mosaic-Hopfen, eine feine neue Hopfensorte aus dem Yakima Valley, sorgen für den klassischen American Style. Und seinen Namen verdankt Padawan einem Facebook-Voting, bei dem aus dem Bier ohne Namen das „Pale Ale Doing Alright Without A Name“ wurde. Hat also nichts mit Star Wars zu tun, ist aber genauso spacy. ",3.85,
Bierol,The Padawan,The_Padawan_image2.jpg,https://untappd.com/b/bierol-the-padawan/985948,5.6% ABV,N/A IBU,"Padawan ist charakterstark, interessant, wild – aber dennoch leicht trinkbar, mit einem Hauch Westcoast. Das klassische Pale Ale ist extrem fruchtig und beeindruckt durch seinen herben Nachgeschmack. Magnum-, Citra- und Mosaic-Hopfen, eine feine neue Hopfensorte aus dem Yakima Valley, sorgen für den klassischen American Style. Und seinen Namen verdankt Padawan einem Facebook-Voting, bei dem aus dem Bier ohne Namen das „Pale Ale Doing Alright Without A Name“ wurde. Hat also nichts mit Star Wars zu tun, ist aber genauso spacy. ",3.85,
Bierol,The Padawan,The_Padawan_image3.jpg,https://untappd.com/b/bierol-the-padawan/985948,5.6% ABV,N/A IBU,"Padawan ist charakterstark, interessant, wild – aber dennoch leicht trinkbar, mit einem Hauch Westcoast. Das klassische Pale Ale ist extrem fruchtig und beeindruckt durch seinen herben Nachgeschmack. Magnum-, Citra- und Mosaic-Hopfen, eine feine neue Hopfensorte aus dem Yakima Valley, sorgen für den klassischen American Style. Und seinen Namen verdankt Padawan einem Facebook-Voting, bei dem aus dem Bier ohne Namen das „Pale Ale Doing Alright Without A Name“ wurde. Hat also nichts mit Star Wars zu tun, ist aber genauso spacy. ",3.85,
Beaver Brewing Company,Harvest,Harvest_image1.jpg,https://untappd.com/b/beaver-brewing-company-harvest/2342367,6.3% ABV,N/A IBU, ,3.42,
Beaver Brewing Company,Harvest,Harvest_image2.jpg,https://untappd.com/b/beaver-brewing-company-harvest/2342367,6.3% ABV,N/A IBU, ,3.42,
Beaver Brewing Company,Harvest,Harvest_image3.jpg,https://untappd.com/b/beaver-brewing-company-harvest/2342367,6.3% ABV,N/A IBU, ,3.42,
Bierol,Mountain Pale Ale,Mountain_Pale_Ale_image1.jpg,https://untappd.com/b/bierol-mountain-pale-ale/683566,7.3% ABV,35 IBU,"Magnum, Cascade, Mandarina Bavaria, Amarillo and Citra with a huge malt body! ",3.81,
Bierol,Mountain Pale Ale,Mountain_Pale_Ale_image2.jpg,https://untappd.com/b/bierol-mountain-pale-ale/683566,7.3% ABV,35 IBU,"Magnum, Cascade, Mandarina Bavaria, Amarillo and Citra with a huge malt body! ",3.81,
Bierol,Mountain Pale Ale,Mountain_Pale_Ale_image3.jpg,https://untappd.com/b/bierol-mountain-pale-ale/683566,7.3% ABV,35 IBU,"Magnum, Cascade, Mandarina Bavaria, Amarillo and Citra with a huge malt body! ",3.81,
Beaver Brewing Company,Charlie,Charlie_image1.jpg,https://untappd.com/b/beaver-brewing-company-charlie/1515473,5% ABV,N/A IBU,"This is a complex ale with plenty of hops, herbal notes, roasted caramel flavors, and bitter.",3.49,
Beaver Brewing Company,Charlie,Charlie_image2.jpg,https://untappd.com/b/beaver-brewing-company-charlie/1515473,5% ABV,N/A IBU,"This is a complex ale with plenty of hops, herbal notes, roasted caramel flavors, and bitter.",3.49,
Beaver Brewing Company,Charlie,Charlie_image3.jpg,https://untappd.com/b/beaver-brewing-company-charlie/1515473,5% ABV,N/A IBU,"This is a complex ale with plenty of hops, herbal notes, roasted caramel flavors, and bitter.",3.49,
Beaver Brewing Company,Apricot Gose,Apricot_Gose_image1.jpg,https://untappd.com/b/beaver-brewing-company-apricot-gose/3195074,5.9% ABV,N/A IBU, ,3.44,
Beaver Brewing Company,Apricot Gose,Apricot_Gose_image2.jpg,https://untappd.com/b/beaver-brewing-company-apricot-gose/3195074,5.9% ABV,N/A IBU, ,3.44,
Beaver Brewing Company,Apricot Gose,Apricot_Gose_image3.jpg,https://untappd.com/b/beaver-brewing-company-apricot-gose/3195074,5.9% ABV,N/A IBU, ,3.44,
Beaver Brewing Company,Amber Waves,Amber_Waves_image1.jpg,https://untappd.com/b/beaver-brewing-company-amber-waves/2708356,4.9% ABV,N/A IBU,"A pretty rad ride of hops and malt with dry, slightly roasty finish. A totally righteous choice for summer sessioning. Featuring Amarillo, Cascade, Centennial, Columbus & Nelson Sauvin hops. ",3.36,
Beaver Brewing Company,Amber Waves,Amber_Waves_image2.jpg,https://untappd.com/b/beaver-brewing-company-amber-waves/2708356,4.9% ABV,N/A IBU,"A pretty rad ride of hops and malt with dry, slightly roasty finish. A totally righteous choice for summer sessioning. Featuring Amarillo, Cascade, Centennial, Columbus & Nelson Sauvin hops. ",3.36,
Beaver Brewing Company,Amber Waves,Amber_Waves_image3.jpg,https://untappd.com/b/beaver-brewing-company-amber-waves/2708356,4.9% ABV,N/A IBU,"A pretty rad ride of hops and malt with dry, slightly roasty finish. A totally righteous choice for summer sessioning. Featuring Amarillo, Cascade, Centennial, Columbus & Nelson Sauvin hops. ",3.36,
Beaver Brewing Company,Beery McBeerface,Beery_McBeerface_image1.jpg,https://untappd.com/b/beaver-brewing-company-beery-mcbeerface/1561387,5.2% ABV,38 IBU, ,3.67,
Beaver Brewing Company,Beery McBeerface,Beery_McBeerface_image2.jpg,https://untappd.com/b/beaver-brewing-company-beery-mcbeerface/1561387,5.2% ABV,38 IBU, ,3.67,
Beaver Brewing Company,Beery McBeerface,Beery_McBeerface_image3.jpg,https://untappd.com/b/beaver-brewing-company-beery-mcbeerface/1561387,5.2% ABV,38 IBU, ,3.67,
Beaver Brewing Company,Red Dragon,Red_Dragon_image1.jpg,https://untappd.com/b/beaver-brewing-company-red-dragon/1350951,6.4% ABV,N/A IBU,"This hoppy American red ale is a balanced ride of hops & malt with a dry, bitter finish. The citrus, fruit and caramel flavors merge nicely in this highly drinkable, yet complex, medium-bodied brew. Hops: Cascade and Chinook. ",3.59,
Beaver Brewing Company,Red Dragon,Red_Dragon_image2.jpg,https://untappd.com/b/beaver-brewing-company-red-dragon/1350951,6.4% ABV,N/A IBU,"This hoppy American red ale is a balanced ride of hops & malt with a dry, bitter finish. The citrus, fruit and caramel flavors merge nicely in this highly drinkable, yet complex, medium-bodied brew. Hops: Cascade and Chinook. ",3.59,
Beaver Brewing Company,Red Dragon,Red_Dragon_image3.jpg,https://untappd.com/b/beaver-brewing-company-red-dragon/1350951,6.4% ABV,N/A IBU,"This hoppy American red ale is a balanced ride of hops & malt with a dry, bitter finish. The citrus, fruit and caramel flavors merge nicely in this highly drinkable, yet complex, medium-bodied brew. Hops: Cascade and Chinook. ",3.59,
Beaver Brewing Company,Sgt. Pepper,Sgt._Pepper_image1.jpg,https://untappd.com/b/beaver-brewing-company-sgt-pepper/1607406,5.2% ABV,N/A IBU,"Brewed with coriander and Nepalese pepper. This blond Belgian style beer has white-wine-like aromas and has a dry, crisp finish. Hops: Hallertau Blanc ",3.72,
Beaver Brewing Company,Sgt. Pepper,Sgt._Pepper_image2.jpg,https://untappd.com/b/beaver-brewing-company-sgt-pepper/1607406,5.2% ABV,N/A IBU,"Brewed with coriander and Nepalese pepper. This blond Belgian style beer has white-wine-like aromas and has a dry, crisp finish. Hops: Hallertau Blanc ",3.72,
Beaver Brewing Company,Sgt. Pepper,Sgt._Pepper_image3.jpg,https://untappd.com/b/beaver-brewing-company-sgt-pepper/1607406,5.2% ABV,N/A IBU,"Brewed with coriander and Nepalese pepper. This blond Belgian style beer has white-wine-like aromas and has a dry, crisp finish. Hops: Hallertau Blanc ",3.72,
